Name,Image_link,Price
Fiona - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_df654a18-24b6-4452-8e66-31b232615b4a_3024x.jpg?v=1692365094,"Rs. 5,997.00"
Ailleda - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_bdb58472-3599-4f42-8d94-5e529dd9d09d_3024x.jpg?v=1692343183,"Rs. 6,899.00"
Aiden - The Crossbody,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_faaa5eaa-8245-4b5a-b08b-183dd1a0f3df_3024x.jpg?v=1692260515,"Rs. 8,997.00"
Roadster - The Portfolio Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2f009cbc-6e70-4893-8ad4-c91b09c681c3_3024x.jpg?v=1692347815,"Rs. 14,997.00"
Provogue - The Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_36169678-a753-4fcd-acac-674db4810a4b_3024x.jpg?v=1692601775,"Rs. 11,399.00"
Luka - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a9705b4e-8448-4b55-a3f4-673b313fff4d_3024x.jpg?v=1692608203,"Rs. 10,798.00"
Tesha - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_0434ec25-d59f-487a-b9d6-8666c1ba557b_3024x.jpg?v=1692948327,"Rs. 3,518.00"
Maya - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_d3c4a71e-cc76-4c19-9577-041167c27d90_3024x.jpg?v=1692947911,"Rs. 2,959.00"
Harmonia - The Women's Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/products/1_bf2c722d-e1a5-4fe5-aecb-30ccc9ae0c27_3024x.jpg?v=1693035106,"Rs. 3,679.00"
Harmonia - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b8a1d882-931c-45b8-a0fe-ef30f8611cc3_3024x.jpg?v=1693035333,"Rs. 3,998.00"
Cecilia - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e9fbf5f6-43f4-4535-b704-e021c02375f4_3024x.jpg?v=1693044443,"Rs. 2,959.00"
Archer - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_de11d3fa-92a3-4504-89a9-5e7779af6c52_3024x.jpg?v=1692796987,"Rs. 3,399.00"
Aalis - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3e7a8db8-ba28-4701-9ac6-b77ec1bcf820_3024x.jpg?v=1691562585,"Rs. 2,959.00"
Aase - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_50e86661-9675-4194-8e15-0253d914d6d0_3024x.jpg?v=1691562360,"Rs. 2,239.00"
Betty -The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_f4024ef6-6cdd-4fbb-8f9c-cdbe2476a76c_3024x.jpg?v=1692783720,"Rs. 3,199.00"
Doria - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_417629ba-4e12-49f3-b5f6-ccddd0056988_3024x.jpg?v=1693039337,"Rs. 2,799.00"
Marie - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5b7c7f73-7585-4728-acda-1b3e92e5ea98_3024x.jpg?v=1692784112,"Rs. 2,959.00"
Abeba - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_0f748124-a64d-4c00-a3d5-f0af973f4893_3024x.jpg?v=1690610093,"Rs. 9,999.00"
Garrison - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_df6d2672-dcb8-4d7d-a8ad-3e86cdaf236e_3024x.jpg?v=1690607809,"Rs. 14,399.00"
Harry - The Backpacker,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_12ed0cd5-1daa-49d2-bf55-b5906a573cd0_3024x.jpg?v=1692278211,"Rs. 7,799.00"
Brielle - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5e7fcab0-8338-4701-a4f3-47826d291098_3024x.jpg?v=1691738594,"Rs. 16,998.00"
Crystiana - The Hand Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_67364c65-f97e-485b-9067-d22e0208a63c_3024x.jpg?v=1692342736,"Rs. 13,998.00"
Ellie - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e45896d1-d30c-40f9-87b6-9f873634fcc6_3024x.jpg?v=1692253472,"Rs. 6,999.00"
Evie - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_bf2e6b86-817c-417c-8628-5a939ce7cbce_3024x.jpg?v=1692366582,"Rs. 5,999.00"
Lara - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_29551705-73f4-4f30-ace2-39dd55a7ae7f_3024x.jpg?v=1692628752,"Rs. 11,199.00"
Doreen - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_dad3dd02-434e-4bf5-892a-c3c91ff283cf_3024x.jpg?v=1691564759,Rs. 898.00
Elena - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_eea18ea5-7f69-455e-aaa0-adf71c225874_3024x.jpg?v=1693043256,"Rs. 2,078.00"
Alexis - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_cd62b8e9-4122-4b14-a9f9-5ed99cc9b5d9_3024x.jpg?v=1692947480,"Rs. 3,679.00"
Esen - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/products/1_3024x.jpg?v=1691564266,Rs. 838.00
Ternet - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_0619b908-2e03-4028-af13-41d2e4f933ce_3024x.jpg?v=1692265155,"Rs. 10,798.00"
Patrice - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2255ceba-23b5-4619-9b3c-d5e2af1246b4_3024x.jpg?v=1692428693,"Rs. 9,599.00"
Albert - The Backpacker,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3e7cee3f-5b39-4949-a21e-4185f4ffc710_3024x.jpg?v=1690455784,"Rs. 8,699.00"
Denis - The Portfolio Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_eecd6987-5e7f-4c40-937c-c126c4242596_3024x.jpg?v=1692340941,"Rs. 11,699.00"
Women's Leather Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_72c115eb-e879-4b2f-a1ef-d3e56147f376_3024x.jpg?v=1687332601,"Rs. 7,799.00"
Women's Black Leather Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_89858faa-1f3a-499e-aba8-a4461e862d71_3024x.jpg?v=1687333825,"Rs. 8,998.00"
Davia - The Trench Coat,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a8f754f1-4097-4541-bc55-7aa248d993c2_3024x.jpg?v=1687334034,"Rs. 12,799.00"
Annalise - The Womens Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_be5ed7fd-5df3-461c-af12-b1c000130de0_3024x.jpg?v=1687334735,"Rs. 11,198.00"
Capria - The Womens Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1adb1644-89b3-43da-9f6f-63fef285db80_3024x.jpg?v=1687334860,"Rs. 8,998.00"
Aliana - The Womens Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_77253b3c-3c16-4566-947b-fe0340efaf18_3024x.jpg?v=1687333968,"Rs. 7,799.00"
Life - The Womens Blazer,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_01c46e3e-6bb0-4dab-9b1f-90ae5506aef2_3024x.jpg?v=1687334628,"Rs. 8,998.00"
Orla - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bb2c01f5-1a75-497a-83db-6cd742d97015_3024x.jpg?v=1693027721,"Rs. 2,719.00"
Levi - The Ladies Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_119c6fe9-fc2f-4cb5-83e6-69727e8ca700_3024x.jpg?v=1692689758,"Rs. 2,799.00"
Bryony - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e7304429-0f3e-459f-b3bf-b455c0414c24_3024x.jpg?v=1692783927,"Rs. 2,719.00"
Amelie - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/4_46003091-7092-424a-ab05-f957f46662c8_3024x.jpg?v=1693044566,"Rs. 2,397.00"
Erica - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9c0d8890-bcf3-49ae-99f9-efa53d256d50_3024x.jpg?v=1692264507,"Rs. 9,999.00"
Reuben - The Backpacker,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3812643b-c820-4093-a298-f219d585b3df_3024x.jpg?v=1692277666,"Rs. 8,499.00"
Kaleido - The mini crossbody bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bc432792-1926-4e05-a8fe-821f47c3d3d2_3024x.jpg?v=1692265280,"Rs. 6,999.00"
Erica - The Small Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_59a8890c-7f7a-40a5-b9c1-2b84ebc65cbe_3024x.jpg?v=1692431084,"Rs. 4,599.00"
Dario - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_61eb9866-1492-42e4-8d67-aebfa9e41090_3024x.jpg?v=1692601704,"Rs. 9,499.00"
Hermione - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1d8a798f-fc03-4e30-baaa-57336ff66e58_3024x.jpg?v=1692796463,"Rs. 3,679.00"
Ella - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_51c0fd9a-9270-42c9-a7a2-ccf90431923c_3024x.jpg?v=1693027358,"Rs. 2,637.00"
Iris - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_29cb7bbc-5b9c-46f5-ae64-c8c272d9c7ec_3024x.jpg?v=1692607137,"Rs. 11,997.00"
Sorrento - The Medium Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_de7f6f78-ad26-49c9-ac14-e38fa8aaa576_3024x.jpg?v=1692267630,"Rs. 7,998.00"
Kim - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_fdc6e468-2beb-4451-b97b-295cd5a47009_3024x.jpg?v=1692365831,"Rs. 4,798.00"
Fika - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_723a3cc4-d720-4301-9182-f65f449fd62e_3024x.jpg?v=1692601615,"Rs. 4,498.00"
Ozzy - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_4b1c811d-10a0-4c8f-90ef-8b3b11cbe513_3024x.jpg?v=1692783497,"Rs. 3,597.00"
Kaleido - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bc7aa171-7161-49dc-8741-bfc1e26e5de2_3024x.jpg?v=1691739141,"Rs. 7,998.00"
Willa - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_f882706e-4f77-43b1-81c5-712fcd76738c_3024x.jpg?v=1691564963,"Rs. 1,499.00"
Clarissa - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5b0a0b48-d1c8-487b-b246-474ceac27018_3024x.jpg?v=1692277449,"Rs. 2,998.00"
Brielle - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c3813dbe-a47a-4b3d-936d-3bd76797ba64_3024x.jpg?v=1691738121,"Rs. 5,398.00"
Rachel - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_0dad9d18-1fd3-4e07-85f1-e14d339eeee9_3024x.jpg?v=1692259547,"Rs. 4,798.00"
Iris - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3de24fa3-a6f7-4a6c-a7d5-5a69e9c58310_3024x.png?v=1692606584,"Rs. 7,998.00"
Herringbone - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6ecdc8a8-7b33-4314-8180-5aaa5478583c_3024x.jpg?v=1692349515,"Rs. 4,999.00"
Astratto - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c1a61ae7-4a41-4291-93a9-239c5aaf99b9_3024x.jpg?v=1692344400,"Rs. 5,999.00"
Haura - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_26a0553a-fc1c-4d32-8e84-4b692894c08a_3024x.jpg?v=1692345975,"Rs. 5,997.00"
Cleopatra - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_11b77b4f-11f3-429d-b3d4-cbb3f37680d6_3024x.jpg?v=1692792998,"Rs. 2,239.00"
Anne - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_20f4e51c-71f2-4c00-a99f-47dc49050a3f_3024x.jpg?v=1692310386,"Rs. 1,279.00"
Roadster - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_71af0593-5997-4839-b7a7-c9f0be9f7e3e_3024x.jpg?v=1692348396,"Rs. 12,999.00"
Eleni - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_dc0b6c0c-60b3-409b-aaa8-012ef1b70bde_3024x.jpg?v=1691563875,Rs. 838.00
Fika - The Hand Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_03cde887-836e-4813-9ff0-6ccc023a4444_3024x.jpg?v=1692434150,"Rs. 7,999.00"
Cooper - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e9e0db9c-dcc4-40da-9074-10ee092f47db_3024x.jpg?v=1691737357,"Rs. 7,799.00"
Rover - The mini crossbody bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_58a8385f-745b-4a9f-aeda-2cd5fa3a20c7_3024x.jpg?v=1691738956,"Rs. 4,199.00"
Juliet - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_19ff76ec-2bfd-447a-91e0-4ea3f6eb3fb6_3024x.jpg?v=1692257206,"Rs. 8,999.00"
Barbara - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5d021de0-4a71-4ae2-ac88-9ace4e1a81bc_3024x.jpg?v=1693044157,"Rs. 2,239.00"
Mya - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6ac597f4-2410-4c92-b5c1-d101fffdf5f6_3024x.jpg?v=1691563991,"Rs. 1,139.00"
Katie - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_11e1c910-8e7a-4783-809e-07a827e187c5_3024x.jpg?v=1691564487,Rs. 838.00
Herringbone - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9ad91fa5-751c-4a85-a5c9-4bf87d012dad_3024x.jpg?v=1692348934,"Rs. 8,299.00"
Athenian - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_4781f765-8877-4b45-a7b1-0c0b25a81b1c_3024x.jpg?v=1692254064,"Rs. 9,999.00"
Fika - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c3f42fcd-afcf-4637-a905-19fa2fb64fc7_3024x.jpg?v=1692430133,"Rs. 7,798.00"
Fika - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_ea0ff771-892b-4352-9bfa-3b21c03a33b0_3024x.jpg?v=1692601501,"Rs. 6,799.00"
Aimee - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_062a1e02-b785-49d3-9f71-1cd809abb8fe_3024x.jpg?v=1692617240,"Rs. 5,999.00"
Leah - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_4abc44de-ecd9-4c9a-9db6-c635ee2f33fe_3024x.jpg?v=1693044252,"Rs. 2,199.00"
Josephine - The Portfolio Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_85a8f767-6123-4afa-a697-ae00e5775f44_3024x.jpg?v=1692262734,"Rs. 9,898.00"
Olga - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c1549d9c-5386-482d-9b9c-c73ca21378bd_3024x.jpg?v=1692365772,"Rs. 6,499.00"
Iris - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2015b5ab-4f33-42a4-8884-10c8f27b584c_3024x.jpg?v=1692609207,"Rs. 7,999.00"
Onda - The Crossbody,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_972fe131-5cb1-4d1a-b66a-d9db9e2ca557_3024x.jpg?v=1692344669,"Rs. 3,598.00"
Ternet - The Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a6eb6898-e29d-4f01-b135-70476e332e42_3024x.jpg?v=1691739034,"Rs. 7,799.00"
Zinnia - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bff3247d-1976-438b-8b2e-7b0166c82d44_3024x.jpg?v=1691739591,"Rs. 6,999.00"
Zinnia - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6751fd00-08b8-46ab-99c1-31b16435b6f0_3024x.jpg?v=1692264676,"Rs. 9,099.00"
Zinnia - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b7c072ee-b320-441b-88ad-d701a0cf549d_3024x.jpg?v=1692264767,"Rs. 8,397.00"
Helena - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3271d20d-e335-46ca-8102-632574e4300b_3024x.jpg?v=1692623626,"Rs. 9,099.00"
Helena - The Medium Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2dc9d4b6-543f-4e89-8b63-c6ed97d0fe60_3024x.jpg?v=1692624128,"Rs. 7,698.00"
Helena - The Ladies Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_84a60177-30bf-42e6-a62f-c41277d517cd_3024x.jpg?v=1692784229,"Rs. 3,998.00"
Helena - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a2798fda-b875-49f9-8ee3-7aa3ec7fb2ca_3024x.jpg?v=1692784293,"Rs. 4,798.00"
Erica - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2889522d-bb7d-4689-81a1-2e9f35764e5c_3024x.jpg?v=1691998351,"Rs. 12,999.00"
Erica - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/0W8A6861_3024x.jpg?v=1692712269,"Rs. 1,679.00"
Erica - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_4189aad5-be52-4782-bdda-cfd6ab21d695_3024x.jpg?v=1692270227,"Rs. 7,998.00"
Erica - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b5b29606-784c-40bf-bfb4-3aa26872d219_3024x.jpg?v=1692689559,"Rs. 4,599.00"
Garrison - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e4316b49-3129-4682-b19b-305ec6a6610d_3024x.jpg?v=1690607892,"Rs. 17,099.00"
Carmel - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_fa0d26cb-f90f-46cd-927e-34284df4ea9b_3024x.jpg?v=1690610627,"Rs. 15,999.00"
Carmel - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3ead9ec1-5ff7-4313-b74f-a37a7395afa8_3024x.jpg?v=1690610740,"Rs. 8,997.00"
Carmel - The Women's Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5a047030-d7fd-434c-81b3-72efac17321c_3024x.jpg?v=1692688244,"Rs. 5,998.00"
Elio - The Classic Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/B-10799-COGNAC_1_3024x.jpg?v=1693827893,"Rs. 10,399.00"
Elio - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_125cfb75-9b18-4c36-9afa-97142ef59393_3024x.jpg?v=1692265683,"Rs. 11,997.00"
Sonnet - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_fa397d0d-f403-4757-b57b-400d3bfe1adc_3024x.jpg?v=1692704988,"Rs. 10,497.00"
Sonnet - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3e16cdfb-0d0a-4325-a4cc-c4b0acda1062_3024x.jpg?v=1692710699,"Rs. 10,497.00"
Bella - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9fce1944-4e89-483e-8b91-b07bf3cfaf03_3024x.jpg?v=1692698444,"Rs. 11,199.00"
Bella - The Medium Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c0685e0a-8d54-4bc0-9515-c881d4a34929_3024x.jpg?v=1692699088,"Rs. 10,497.00"
Sicily - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_50fc0ec1-c8fe-4882-9a44-0cda2983ca46_3024x.jpg?v=1692620772,"Rs. 9,798.00"
Sicily - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_932826e7-6d18-4bc9-b67f-0a9336f67e6b_3024x.jpg?v=1692618192,"Rs. 12,597.00"
Fiore - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bb0bc284-3376-45fd-927b-457fb38d13df_3024x.jpg?v=1691837421,"Rs. 16,998.00"
Fiore - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a9c0fc20-b3b2-4f16-a7de-e1760afa11e0_3024x.jpg?v=1691836615,"Rs. 14,997.00"
Fiore - The Small Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c7735402-7adb-4067-bd04-66891df78047_3024x.jpg?v=1691837135,"Rs. 12,999.00"
Fiore - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_fcea89af-adae-4452-b2f7-e4f24cb73f8c_3024x.jpg?v=1691997683,"Rs. 9,999.00"
Levi - The Sling bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_173a0381-0113-465d-9713-e27ca4503cbf_3024x.jpg?v=1690613347,"Rs. 10,998.00"
Levi - The Small Sling bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_99018ed1-2f7b-45a6-bd7d-514a4d5b6ffe_3024x.jpg?v=1690613515,"Rs. 7,998.00"
Levi - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_90323f84-a17f-4732-8c8f-a1a94aeccdbb_3024x.jpg?v=1690613652,"Rs. 8,997.00"
Levi - The handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1de12eb8-a603-4720-aad0-50a0120569af_3024x.jpg?v=1690613750,"Rs. 17,997.00"
Sorrento - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_8def7006-a324-4615-813c-dc42cb4a0999_3024x.jpg?v=1692266326,"Rs. 7,998.00"
Sorrento - The Round Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9f53440c-8e2c-4733-b879-c09f7251ddde_3024x.jpg?v=1692268486,"Rs. 7,998.00"
Sorrento - The Shopper Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a1467876-273b-4f45-851f-a682f0b29811_3024x.jpg?v=1692266899,"Rs. 15,999.00"
Mirage - The Shopper Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3d7170af-ec8c-48fb-a485-b16f904c2cdc_3024x.jpg?v=1690616886,"Rs. 13,998.00"
Mirage - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_f4d479d6-0e3f-4b67-a654-2406185ef0cf_3024x.jpg?v=1690616972,"Rs. 12,999.00"
Mirage - The Small Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_879978ea-cfcf-4148-8e10-e0dee56b5e55_3024x.jpg?v=1690617073,"Rs. 7,998.00"
Mirage - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_8cdefe73-b5e8-468b-b44b-e2cb3229ede4_3024x.jpg?v=1693381343,"Rs. 3,999.00"
Boho - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_edd90154-8c75-4f3d-b369-470290c22fd6_3024x.jpg?v=1690610398,"Rs. 24,999.00"
Boho - The Shoulder Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9c67f32d-993a-4c7a-80e9-acef6416405a_3024x.jpg?v=1690610454,"Rs. 24,999.00"
Boho - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_0e114188-211a-4e79-9497-8626a420aaf3_3024x.jpg?v=1690610510,"Rs. 24,999.00"
Lineage - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a833f969-3d82-4830-b04e-0ca3883cdfb8_3024x.jpg?v=1691739549,"Rs. 13,998.00"
Greta - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_ef4f7939-2557-49b2-b403-5576d598ad79_3024x.jpg?v=1691828300,"Rs. 8,398.00"
Greta - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_026592a9-1c70-4eb1-8152-19f7ffc19448_3024x.jpg?v=1691830288,"Rs. 5,398.00"
Sierra - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_66d0904b-771b-46c0-b05e-2e546d5c4a10_3024x.jpg?v=1692784361,"Rs. 4,798.00"
Sierra - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_f81ebf50-d817-414a-a2f6-d02366963fc7_3024x.jpg?v=1692695552,"Rs. 9,798.00"
Sierra - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1d2b62c2-2d13-469f-8475-790143cec452_3024x.jpg?v=1692696103,"Rs. 9,999.00"
Sierra - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_908d0a06-9303-4b46-b28f-6f469590fc6c_3024x.jpg?v=1692696487,"Rs. 15,999.00"
Scarlet - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_25d5d723-2e1d-4b88-abc3-5ccb76b8db1f_3024x.jpg?v=1692702420,"Rs. 11,199.00"
Scarlet - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b014bdca-77f3-4340-add7-6eae1914f471_3024x.jpg?v=1692442564,"Rs. 5,998.00"
Blossom - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_db4f37e1-9e14-48b7-81dc-45092da6e380_3024x.jpg?v=1692264935,"Rs. 8,997.00"
Blossom - The Crossbody,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_7041f890-33dd-47ed-8ba8-e22f60b6001e_3024x.jpg?v=1692275648,"Rs. 8,997.00"
Blossom - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_25305597-ba8d-4009-bf5b-702244ae637e_3024x.jpg?v=1692276479,"Rs. 16,998.00"
Blossom - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1dc50134-7ab5-4c32-856b-d48509607f70_3024x.jpg?v=1692264877,"Rs. 12,999.00"
Ivy - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_af8ef67f-109e-4dda-abcc-4a52bbb6f3f9_3024x.jpg?v=1690610910,"Rs. 17,997.00"
Ivy - The Small Slingbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a3707671-500d-4964-b480-8193a5021368_3024x.jpg?v=1690611148,"Rs. 12,999.00"
